,production_companies
3901,"TV Tokyo,4 Kids Entertainment,Nintendo,Pikachu Project,Oriental Light and Magic (OLM),Kids' WB,Pikachu Project 2001,Shoakuken"
3902,Paramount Pictures
3903,"Columbia Pictures Corporation,Horizon Pictures (II)"
3904,"Touchstone Pictures,Silver Screen Partners IV"
3905,Universal Pictures
3906,"United Artists,The Mirisch Company"
3907,"New Line Cinema,Sean S. Cunningham Films"
3908,Universal Pictures
3909,Yari Film Group
3910,"The New Zealand Film Commission,Film4,See Saw Films,A24,DMC Films"
3911,"Warner Bros.,Visual Eyes Productions,Film Development Fund,Crystalite Productions"
3912,"Melee Entertainment,Next Day Air Productions,Secret Society Films"
3913,United Artists
3914,"United Artists,Roxlom Films"
3915,Beacon Communications
3916,"United Artists,Monterey Productions,Charles K. Feldman Group"
3917,
3918,"Castle Rock Entertainment,Detour Filmproduction,Faliro House Productions,Venture Forth"
3919,Atlantic Entertainment Group
3920,"Universal Pictures,Spacegate Productions,Starway International Inc."
3921,
3922,
3923,"David Hamilton Productions,Echo Lake Productions,Flagship International,Noble Nomad Pictures"
3924,"BBC,Assassin Films,Film4"
3925,Hi-Rez Films
3926,"Mirabai Films,NDF International"
3927,"Sony Pictures Classics,Likely Story,Feelin' Guilty"
3928,"Paramount Pictures,David L. Wolper Productions"
3929,"Tapestry Films,Trimark Pictures"
3930,"Orion Pictures,Brad Krevoy & Steve Stabler production"
3931,Paramount Pictures
3932,
3933,"TriStar Pictures,Crossroads Films,Kramer-Tornell Productions"
3934,"Miramax,Eleventh Street Production,Jon Kilik"
3935,"Scott Rudin Productions,RT Features,Pine District Pictures"
3936,"Movieworld Productions,Industrial Development Corporation of South Africa,UK Film & TV Production Company,National Film & Video Foundation of South Africa"
3937,"Killer Films,Good Machine"
3938,Brad Grey Pictures
3939,"Phase 4 Films,Demarest Films,SModcast Pictures,A24"
3940,"Egg Films,Show East"
3941,Mercy Creek Entretainment
3942,"Rhombus Media,Yer Dead Productions,Telefilm Canada,Whizbang Films"
3943,
3944,"The Kushner-Locke Company,August Entertainment,Multicom entertainment"
3945,
3946,"BBC Films,Kasander Film Company,ContentFilm,UK Film Council"
3947,Westerly Films
3948,"MGM Television,Trilogy Entertainment Group,Hallmark Entertainment"
3949,"Gary Sanchez Productions,BCDF Pictures"
3950,"Lions Gate Television,Park Lane Productions"
3951,"2929 Productions,Gary Sanchez Productions,Funny or Die"
3952,Claussen + Wöbke Filmproduktion GmbH
3953,
3954,"Tiger Tail Entertainment,Deon Taylor Enterprises"
3955,"Sweetland Films,Camellia Productions"
3956,"Instinctive Film,Manitoba Film and Video Production Tax Credit,Preferred Content,Julijette,Ink Connection,BR Group,Manitoba Film & Music"
3957,
3958,"Icon Entertainment International,Dimension Films,First Point Entertainment,IM Global"
3959,"Film Threat DVD,Aloha Pictures"
3960,
3961,Tax Credit Finance
3962,"Society Entertainment,BB Film Productions,Marcio Garcia Producoes"
3963,Lionsgate
3964,"Silver Nitrate Films,Silver Nitrate Pictures"
3965,
3966,"Metro-Goldwyn-Mayer (MGM),Winkler Films"
3967,Indiana Production Company
3968,"Cimarron Productions,Vedette Finance"
3969,Merchant Films
3970,Triumphant Entertainment
3971,
3972,"Chicago Overcoat Productions,Beverly Ridge Pictures"
3973,"Prospect Pictures,Corner Store Entertainment,Far Hills Pictures,Stick 'N' Stone Productions"
3974,"MACT Productions,Videofilms,Riofilm"
3975,Franton Production
3976,"Bleiberg Entertainment,Compound B,Underdogg Entertainment,Entropy"
3977,
3978,Infra-Red Pictures
3979,"Chad Troutwine Films,Green Film Company,Human Worldwide,Loki Films"
3980,"Alexandre Films,EuropaCorp"
3981,Screen Australia
3982,August Heart Entertainment
3983,MTV Films
3984,"The Mirisch Corporation,Ashton Productions"
3985,Paramount Pictures
3986,Loew's Incorporated
3987,"Twentieth Century Fox Film Corporation,Crossbow Productions,Gruskoff/Venture Films,Jouer Limited"
3988,Artfire Films
3989,
3990,"Clinica Estetico,Nunez-Gowan"
3991,United Artists
3992,
3993,"Nordisk Film,A. Film,ntc"
3994,Paramount Pictures
3995,
3996,Metro-Goldwyn-Mayer (MGM)
3997,"Crossbow Productions,Warner Bros."
3998,"Paramount Pictures,Friday Four, Inc."
3999,"Danish Film Institute,Portobello Pictures,Eurimages,Canal+ Polska,Opus Film,Polski Instytut Sztuki Filmowej,Phoenix Film Investments,City of Lodz,Phoenix Film Poland"
4000,"Merchant Ivory Productions,Film Four International"
4001,"Identity Films,CKRush Entertainment"
4002,
4003,"Arsénico Producciones,Zip Films,Fine Productions,Karbo Vantas Entertainment"
4004,
4005,"Ascendant Pictures,A-Mark Entertainment,Film Tiger,Rifkin-Eberts"
4006,Metro-Goldwyn-Mayer (MGM)
4007,
4008,"Endgame Entertainment,Wayans Bros. Entertainment,IM Global,Open Road Films"
4009,
4010,"Twentieth Century Fox Film Corporation,Clinica Estetico,Clavius Base"
4011,Universal Pictures
4012,"Twentieth Century Fox Film Corporation,APJAC Productions"
4013,Paramount Pictures
4014,Hartbeat Productions
4015,Fine Line Features
4016,"Fox Searchlight Pictures,Double Feature Films,Jersey Films,Camelot Pictures,Large's Ark Productions"
4017,Detour Film Production
4018,Go Films
4019,Evenstar Films
4020,
4021,"Ingenious Film Partners,Ruby Films,Film4"
4022,"Samuel Goldwyn Films,Stage 6 Films,Park Pictures,TBB,Dog Run Pictures,White Hat"
4023,"El Deseo,Milestone Productions"
4024,"21 Laps Entertainment,Andrew Lauren Productions (ALP),Global Produce,A24"
4025,Lions Gate Films
4026,
4027,
4028,"Gold/Miller Productions,120dB Films,Paradise Productions,Quantum Entertainment,MovieBank,Galaxy Productions"
4029,
4030,"Adlabs Films Ltd.,Metro-Goldwyn-Mayer Pictures,Hyde Park Entertainment,Brass Hat Films"
4031,Claussen + Wöbke Filmproduktion GmbH
4032,Likely Story
4033,"This Is That Productions,Ambush Entertainment,Crimson Bolt"
4034,
4035,"Rat Pack Filmproduktion,XYZ Films"
4036,"Hideaway Pictures,Traverse Media,Culmination Productions"
4037,"Columbia Pictures,40 Acres & A Mule Filmworks"
4038,MovieRoom Productions
4039,"Twentieth Century Fox Film Corporation,Ternion Pictures"
4040,"Carnaby International,Saracen Films,Torn Pictures"
4041,"EM Media,UK Film Council,Screen Yorkshire,Big Arty Productions"
4042,"Hawthorn Productions,Hawthorne Productions"
4043,Metro-Goldwyn-Mayer (MGM)
4044,Pantelion Film
4045,"HSX Films,Chase Productions"
4046,Metro-Goldwyn-Mayer (MGM)
4047,"Heavy Duty Entertainment,MVP Films,Liberty Road Entertainment"
4048,"Darius Films,Manis Film,Breaking Ball Films,Stage 6 Films"
4049,"The Kushner-Locke Company,Hyperion Pictures"
4050,Walt Disney Pictures
4051,After Eden Pictures
4052,"Paramount Pictures,Jason Productions"
4053,"Paramount Pictures,Georgetown Productions Inc."
4054,
4055,"Believe Entertainment,Pure Flix Entertainment,Toy Gun Films,10 West Studios"
4056,
4057,Metro-Goldwyn-Mayer (MGM)
4058,"Ombra Films,Perlapartment Pictures,Gobsmack,H&H Creative Ventures"
4059,
4060,Sunrise Films
4061,"Brookstreet Pictures,Sound Venture Productions"
4062,"Samuel Goldwyn Company, The"
4063,StudioCanal
4064,Maipo Film- og TV Produksjon
4065,Industrial House Films
4066,Filmax
4067,
4068,
4069,"Bright Cold Day Films,Patchwork Productions,Bandoola Productions"
4070,ANA Media
4071,"United Artists,Eon Productions,Danjaq"
4072,Troma Entertainment
4073,Rollins-Joffe Productions
4074,"Northern Lights Films,Animal Kingdom,Two Flints"
4075,United Artists
4076,Universal Pictures
4077,Kennedy Miller Productions
4078,"Paragon Films Ltd.,Golden Harvest Company Ltd."
4079,"Fox Searchlight Pictures,The Independent Film Channel Productions,IFC Films,Killer Films,Hart-Sharp Entertainment"
4080,"Elle Driver,Tazora Films"
4081,"Arte,Wiedemann & Berg Filmproduktion,Creado Film,Bayerischer Rundfunk (BR)"
4082,"TriStar Pictures,Provident Films,Affirm Films,Sherwood Pictures,Alabama Production Group"
4083,"Twentieth Century Fox Film Corporation,Rossen Films"
4084,Metro-Goldwyn-Mayer (MGM)
4085,"Sony Pictures Classics,Production Champion,Vivi Film"
4086,"Miramax Films,ShadowCatcher Entertainment"
4087,
4088,"Castle Rock Entertainment,Detour Film Production,Warner Independent Pictures (WIP)"
4089,"Altavista Films,Zeta Film"
4090,"Fox Searchlight Pictures,Sound for Film,Working Title Films,Antidote Films (I)"
4091,Twentieth Century Fox Film Corporation
4092,"Anonymous Content,Winter's Bone Productions"
4093,"Darlow Smithson Productions,UK Film Council,PBS,Film4"
4094,Twentieth Century Fox Film Corporation
4095,IFC Films
4096,"Sony Pictures Classics,Sony Pictures Home Entertainment"
4097,Working Title Films
4098,"Bac Films,Pandora Filmproduktion,Degeto Film,ARD,JVC Entertainment Networks,Canal+,Plywood Productions"
4099,The Weinstein Company
4100,"Itaca Films,BN Films,Brightside Entertainment,1019 Entertainment,Yoruba Saxon Productions"
4101,"Miramax Films,Populist Pictures,Monophonic Inc."
4102,
4103,"Fortissimo Films,Process Productions,Q Television"
4104,"Les Films d'Ici,Bridgit Folman Film Gang,Razor Film Produktion"
4105,
4106,
4107,"Caviar Films,Cold Iron Pictures,Archer Gray"
4108,"Film4,Passion Pictures,Discovery Films"
4109,"Film Science,Evenstar Films,Oscilloscope Laboratories"
4110,
4111,"Access Motion Picture Group,Giraldi-Suarez-DiGiaimo Productions"
4112,
4113,"Gary Sanchez Productions,Principato-Young Entertainment"
4114,Gaumont
4115,"Tribeca Productions,Bob Yari Productions,Southpaw Entertainment,Jeff Skoll Productions"
4116,Teeth
4117,HSX Films
4118,
4119,
4120,
4121,Scala Films
4122,"Centropolis Entertainment,Mel's Cite du Cinema"
4123,"Walt Disney Pictures,Yash Raj Films,Walt Disney Studios Motion Pictures,Disney World Cinema"
4124,
4125,Kaos Entertainment
4126,"Lucky Monkey Pictures,Sh-K-Boom Records,Grand Peaks Entertainment,Radius-TWC"
4127,"Strand Releasing,The 7th Floor,Apropos Films"
4128,Ozla Productions
4129,"Destination Films,Silver Nitrate Films,National Film and Television School (NFTS),LHR Productions Inc."
4130,Red Envelope Entertainment
4131,"Votiv Films,Taggart Productions"
4132,"Aramid Entertainment Fund,Rollercoaster Films"
4133,"Blumhouse Productions,IM Global Octane,Reliance"
4134,AV Pictures
4135,Muti Films
4136,
4137,"Darclight,Twin Engine Films,Digital Interference Productions"
4138,"Bórd Scannán na hÉireann,Irish Film Board,Fantastic Films,MPI Media Group,Tailored Films,Solid Entertainment"
4139,Hartbreak Films
4140,Eyeline Entertainment
4141,"United Artists,Jack Rollins & Charles H. Joffe Productions"
4142,
4143,"Rockaway the Movie,Off Hollywood Pictures,Panamax Films,Crook Brothers Productions"
4144,"Columbia Pictures Corporation,Mercury Productions"
4145,"Institution, The"
4146,Alex Entertainment Inc.
4147,"Deviant Films,Morocco Junction Pictures,1812 Productions"
4148,
4149,
4150,"Sidney Kimmel Entertainment,Touchy Feely Films,GreenStreet Films"
4151,Constantin Film Produktion
4152,"Nu Image Films,Millennium Films,The Group Films"
4153,"United Artists,Melvin Frank Production"
4154,
4155,"Silver Sail Entertainment,4Go West Productions,Flatiron Pictures"
4156,Splendid Film
4157,"Myriad Pictures,AliBella Pictures,Bystander Films,Management Production Entertainment (MPE),Mangrove Media"
4158,"FLF Films,Bottom Line Entertainment,Parkside Pictures"
4159,"Hemdale Film,Island"
4160,
4161,WWE Studios
4162,"Studio 37,Versus Entertainment,The Safran Company,Dark Trick Films"
4163,"Film4,Film Agency for Wales,Red Hour Films,Warp (Submarine),Warp Films"
4164,"Roast Beef Productions,Worldview Entertainment,Noujaim Films"
4165,"Région Provence Côte d'Azur,La Fabrique de Films,Canal+,Toloda,Centre National de la Cinématographie (CNC),Soficinéma 2"
4166,UTV Motion Pictures
4167,"UK Film Council,Red Box Films,Discovery Films,BBC Storyville,Wall to Wall"
4168,Making Movies
4169,
4170,"Strike Entertainment,StudioCanal,Arcade Pictures"
4171,"Ecosse Films,UK Film Council,Film4,Lipsync Productions,Aver Media,North West Vision"
4172,"Charles K. Feldman Group,Warner Bros."
4173,"Hawk Films,Columbia Pictures Corporation"
4174,"Instituto Mexicano de Cinematografía,Alameda Films,Cinecolor-México,Cinecolor-Argentina,Artcam y Fonds Sud Cinéma"
4175,"Journeyman Pictures,Court 13 Pictures,Cinereach"
4176,"Twentieth Century Fox Film Corporation,Apjac International"
4177,"Rigas Entertainment,ErgoArts"
4178,
4179,"Nic Arts,Simbu Cine Arts"
4180,Snoot Entertainment
4181,
4182,Prayer Flag Pictures
4183,United Artists
4184,Twentieth Century Fox Film Corporation
4185,Raw Feed
4186,
4187,Independence Day Productions
4188,
4189,"X-Filme Creative Pool,Westdeutscher Rundfunk (WDR)"
4190,"A Loopy Production LLC,2 Loop Films"
4191,Against the Wild Films
4192,"The Weinstein Company,Fidecine,Creando Films,Potomac Pictures"
4193,"Twentieth Century Fox Film Corporation,APJAC Productions"
4194,"Miramax Films,GreeneStreet/SKE Films"
4195,"Anchor Bay Films,Cinetel Films,Family of the Year Productions"
4196,"Miramax Films,Marked Entertainment"
4197,
4198,UTV Motion Pictures
4199,"GreeneStreet Films,UK Film Council,Studio Fierberg,Adventure Pictures"
4200,Columbia Pictures
4201,Columbia Pictures Corporation
4202,RKO Radio Pictures
4203,"Coram Deo Studios,Birchwood Pictures"
4204,"No Limit Films,Shooting Star Pictures"
4205,
4206,"Bac Films,Les Films des Tournelles,Les Films de Beyrouth,Roissy Films,Sunnyland,Arte France Cinéma,Centre National de la Cinématographie (CNC),Fonds Sud Cinéma,Ministère de la Culture et de la Communication,Ministère des Affaires étrangères et du Développement International,Cinéfondation,Ministère Libanais de la Culture"
4207,"Participant Media,Imagenation Abu Dhabi FZ,Dynamo,Apaches Entertainment,XYZ Films,Cactus Flower Producciones,Fast Producciones"
4208,"Metro Productions,Israeli Film Fund,Keshet Hot,Uchovsky Fox,Ronen Ben-Tal Films,Feingold Productions"
4209,"Paramount Pictures,The Coppola Company,The Directors Company"
4210,Entertainment One Pvt. Ltd.
4211,"Les Films du Carrosse,Les Productions Artistes Associés,Produzioni Associate Delphos"
4212,
4213,"Armory Films,Pelican Point Media,Contend"
4214,Night and Day Pictures
4215,Cannon Films
4216,Columbia Pictures
4217,Miramax Films
4218,"Destination Films,Samuel Goldwyn Films,Sony Pictures International"
4219,"Fox Searchlight Pictures,Eden Wurmfeld Films,Cineric,Michael Alden Productions,Brad Zions Films"
4220,"Radar Pictures,Headmon Entertainment & Productions"
4221,Selznick International Pictures
4222,"Miramax Films,Alliance Entertainment,Ego Film Arts"
4223,
4224,"Alliance Films,IM Global,Stage 6 Films,Haunted Movies"
4225,Edge City
4226,"Naya Films S.A.,Patagonik Film Group"
4227,"Les Films du Poisson,Cinephil,RTBF,Arte France,NDR"
4228,"Elevation Filmworks,Initial Entertainment Group (IEG),IFC Productions,Jack and Rose Productions"
4229,"3 Arts Entertainment,The Mark Gordon Company"
4230,Live Entertainment
4231,"Fuller Films,Seven Arts Pictures"
4232,Crossroads Films
4233,
4234,"October Films,USA Films,Scout Productions"
4235,
4236,
4237,ArieScope Pictures
4238,"United Artists,Charles Chaplin Productions"
4239,
4240,"Dark Horse Entertainment,Image Entertainment"
4241,
4242,Sontalia
4243,"Charlie Guidance,Flux Films,High Line Productions,Tiny Dancer Films"
4244,Anarchist's Convention Films
4245,"Ponty Up Pictures,Shadow Shows"
4246,"Plum Pictures,Hanson Allen Films,Hart-Lunsford Pictures"
4247,
4248,"Alliance Films,Blumhouse Productions,IM Global,Automatik Entertainment,Haunted Movies"
4249,Semi-Professional
4250,Brave New Films
4251,Cheap and Dirty Productions Inc.
4252,
4253,"Mandragora Movies,Agresywna Banda,Denis Friedman Productions"
4254,Nomadic Pictures
4255,
4256,"Status Media & Entertainment,Puppy Entertainment"
4257,"AST Studios,Lowland Pictures"
4258,
4259,Walt Disney Productions
4260,"R&C Produzioni,Teodora Film,La Pasionaria S.r.l."
4261,"Central Cinema Company Film,Palomar Pictures International,Kingston Film Productions Ltd."
4262,
4263,"ESX Productions,ESX Entertainment"
4264,Brookstreet Pictures
4265,Alfama Films
4266,Allure Entertainment
4267,"Twentieth Century Fox Film Corporation,DC Comics,William Dozier Productions,Greenlawn Productions"
4268,"Handmade Films Ltd.,Summit Entertainment,PolyGram Filmed Entertainment,SKA Films,The Steve Tisch Company"
4269,Moctesuma Esparza Productions
4270,"Nordic Film,Sveriges Television (SVT),Nimbus Film Productions"
4271,
4272,
4273,
4274,"Det Danske Filminstitut,Téléfilm Canada,Fridthjof Film,Make A Move"
4275,"Kirghizfilm,Aitysh Film"
4276,"New World Pictures,Salter Street Films International"
4277,"ContentFilm,Comedy Central Films"
4278,Yash Raj Films
4279,Silver Nitrate Films
4280,"Capstone Entertainment Group,Vindicated Pictures"
4281,Selznick International Pictures
4282,"Paramount Pictures,Georgetown Productions, Inc."
4283,Paramount
4284,"New World Pictures,C.H.U.D. Productions"
4285,
4286,"Sunrise Productions,Animated Family Films,Character Matters"
4287,Twentieth Century Fox Film Corporation
4288,Twentieth Century Fox Film Corporation
4289,40 Acres & A Mule Filmworks
4290,"Miramax Films,Outlaw Productions,Virgin"
4291,"Lions Gate Films,Twisted Pictures,Evolution Entertainment,Saw Productions Inc."
4292,"Fox Searchlight Pictures,Broken Lizard Industries"
4293,Zelko Films
4294,Cine Canibal
4295,"IFC Films,Mirabai Films,The Criterion Collection"
4296,"Cappa Productions,Hart-Sharp Entertainment,Crush Entertainment"
4297,"Paramount Pictures,Alfred J. Hitchcock Productions"
4298,Ignite Entertainment
4299,"Samuel Goldwyn,Provident Films"
4300,"Live Entertainment,Lionsgate,Dog Eat Dog Productions Inc."
4301,Twentieth Century Fox Film Corporation
4302,"United Artists,Constantin Film Produktion,Produzioni Europee Associati (PEA),Arturo González Producciones Cinematográficas S.A."
