,0,title
4629,KevinCorrigan BarryBostwick KarenBlack LeoFitzpatrickComedy Horror ThrillernannanUnitedStatesofAmerica,Some Guy Who Kills People
4630,AnnDowd DreamaWalker PatHealy PhilipEttingerDrama Thriller CrimenanMuskatFilmedProperties BadCopBadCopFilmProductions DogfishPicturesUnitedStatesofAmerica,Compliance
4631,BenAffleck JoeyLaurenAdams JasonLee DwightEwellComedy Drama Romancenewjersey comingout loveofone'slife bisexuality menageatrois comicbook comic-stripartist independentfilm lesbian bestfriendMiramaxFilms ViewAskewProductionsUnitedStatesofAmerica,Chasing Amy
4632,CatherineKeener BrendaBlethyn EmilyMortimer JakeGyllenhaalComedy Drama RomancewomandirectornanUnitedStatesofAmerica,Lovely & Amazing
4633,   nannannannan,Death Calls
4634,ParryShen JasonTobin SungKang KarinAnnaCheungCrime DramanannanUnitedStatesofAmerica,Better Luck Tomorrow
4635,LaurelHolloman MaggieMoore KateStafford NicoleAriParkerComedy Drama Romancelesbianrelationship independentfilm lesbianinterest lgbt womandirectornanUnitedStatesofAmerica,The Incredibly True Adventure of Two Girls In Love
4636,MikeWhite ChrisWeitz LupeOntiveros MayaRudolphComedy Dramagay independentfilm mentallyhandicappedmannanUnitedStatesofAmerica,Chuck & Buck
4637,KalPenn PurvaBedi DeepKatdare RonobirLahiriDrama Comedy Romancetradition indianlead roommate cultureclash college bollywood india heritagenanUnitedStatesofAmerica India,American Desi
4638,   Drama Action CrimenanDanielColumbieFilms&ProductionsUnitedStatesofAmerica,Amidst the Devil's Wings
4639,NicoledeBoer NickyGuadagni DavidHewlett AndrewMillerThriller ScienceFiction Mysteryriddle autism claustrophobia maze primenumber entrapment mathematics murder escape violence numbers canuxploitationTéléfilmCanada FeatureFilmProject CubeLibre HaroldGreenbergFund OdeonFilms OntarioFilmDevelopmentCorporation ViacomCanadaCanada,Cube
4640,MattDay MatthewDyktynski AliceGarner FrancesO'ConnorComedy Romanceindependentfilm womandirectornanAustralia,Love and Other Catastrophes
4641,CharisMichelsen TomLarson RichardSpore Drama Comedy AnimationnanBillPlymptonStudiosUnitedStatesofAmerica,I Married a Strange Person!
4642,CourteneyCox JamesLeGros MichaelEaly NoraDunnDrama Mystery Thrillerposttraumaticstressdisorder photographer lossoflover professor trauma hold-uprobbery november murder independentfilm polaroidIFCProductionsUnitedStatesofAmerica,November
4643,AntonYelchin FelicityJones JenniferLawrence CharlieBewleyDrama Romancechair customs studentvisa parents bloggerParamountVantage AndreaSperlingProductions IndianPaintbrush SuperCrispyEntertainment AscensionProductionsUnitedStatesofAmerica,Like Crazy
4644,GlennPlummer MichelleVanDerWater DanielleVega GregEaglesHorrornannannan,Teeth and Blood
4645,JohnTaylor MichaelDesBarres MartinKemp JadeGordonComedywomandirectorChannelFourFilms OctoberFilmsUnitedKingdom UnitedStatesofAmerica,Sugar Town
4646,JeffreyChyau SungKang JadeWu SamanthaFutermanDrama ComedynannanUnitedStatesofAmerica,The Motel
4647,LindsayLohan JamesDeen GusVanSant NolanGerardFunkThriller Dramasex adultery jealousy nudity seduction control liar hollywood fear threesome possessiveness psychotherapy filmindustry snooping mindgames affair trustfundbabyFilmworks/FX Prettybird PostEmpireFilms SodiumFoxUnitedStatesofAmerica,The Canyons
4648,JudyMarte PaolaMendoza FlacoNavaja DominicColónDramaprison drugdealer singlemother teenagepregnancy womandirector dominicanYouthHouseProductions FaderFilmsUnitedStatesofAmerica,On the Outs
4649,MichaelShannon GlendaPannell LynnseeProvence DouglasLigonDrama Thrillerbrotherbrotherrelationship lossoffather arkansasUploadFilms MuskatFilmedProperties ALuckyOldSunProductionUnitedStatesofAmerica,Shotgun Stories
4650,LukeMably AdarBeck ChrisCarey GemmaChanThriller Mysterygun room suspicion guard pill job psychologist disease interrogation candidate narcissist corporation pandemic rulesHazeldineFilms BedlamProductionsUnitedKingdom,Exam
4651,TerumiMatthews NicoleZaray BelindaBecker JamesUrbaniakScienceFiction Dramafuture bisexuality timetravel womandirectornannan,The Sticky Fingers of Time
4652,ChrisChatman CandiseLakota KrystleConnor RobertAcinapuraMusichighschool womandirectorTheAsylum AsylumUnitedStatesofAmerica,Sunday School Musical
4653,CorbinBernsen FrankGallacher LloydWarner AudreyLynnTennentDramanannannan,Rust
4654,ChrisKelly JessicaDuffy QuinnHunchar JeremyMakeAction Fantasysupernatural fatherdaughterrelationship incubusDoubleEdgeFilmsUnitedStatesofAmerica,Ink
4655,SophieBolen MadelineVail ColbyFrench FlorenceHendersonDrama FamilynanHoneyCreekPicturesUnitedStatesofAmerica,The Christmas Bunny
4656,StacyKeach PiaZadora OrsonWelles EdMcMahonCrime Dramanudity seductionPar-ParProductionsUnitedStatesofAmerica,Butterfly
4657,   nannannannan,UnDivided
4658,BritMorgan NoahSegan  Horror Thrillerbickering accident denialofdeathnannan,The Frozen
4659,JordanTrovillion DeanCain SherrylDespres DanaBlackstoneFamily Dramahorse teenagegirlBeYourOwnHollywoodUnitedStatesofAmerica,Horse Camp
4660,KatieCleary RobertDavi CaroleDavis AlisonEastwoodDocumentaryhelpinganimalsnanUnitedStatesofAmerica,Give Me Shelter
4661,JohnGilbert RenéeAdorée HobartBosworth ClaireMcDowellDrama Romance Warworldwari silentfilmMetro-Goldwyn-Mayer(MGM)UnitedStatesofAmerica,The Big Parade
4662,SidHaig RichardRiehle MelEngland JacobZacharComedyindependentfilmFlyHighFilmsUnitedStatesofAmerica,Little Big Top
4663,MichaelMadsen ImanCrosson LazarRistovski Romance Comedy MusicroadmovieMetakwonFilmworksUnitedStatesofAmerica,Along the Roadside
4664,TomHardy MattKing JamesLance KellyAdamsDrama Action Crimeprison isolationEMMedia AramidEntertainmentFund VertigoFilms Str8jacketCreations 4DHFilms PerfumeFilmsUnitedKingdom,Bronson
4665,PeterShinkoda MerikTadros PeterSherayko MilesSzantoWesternnan3rdPartnerProductionsUnitedStatesofAmerica,Western Religion
4666,"DonaldAustin Brendan""Doogie""Milewski DaveParnell Foreign Documentarymichigan crisis firefighting detroit womandirectorApostleProductionsUnitedStatesofAmerica",Burn
4667,DanFutterman MattKeeslar SamuelBall LothaireBluteauRomance Dramanannannan,Urbania
4668,ChristinaHart RonaldSouth WilliamCondos AnitadeMoulinComedyfemalenudity lesbian eroticmovienannan,The Stewardesses
4669,PaulHubschmid PaulaRaymond CecilKellaway KennethTobeyAdventure Horror ScienceFictionmonster atomicbomb lighthouse arctic rampage stopmotion bmovie giantmonster dinosaur newyorkcity seamonster amusementpark rollercoaster beast rhedosaurusJackDietzProductionsUnitedStatesofAmerica,"The Beast from 20,000 Fathoms"
4670,MelGibson JoanneSamuel HughKeays-Byrne SteveBisleyAdventure Action Thriller ScienceFictionchain baby bridge post-apocalyptic dystopia matteroflifeanddeath benzine biker partner truck motorcycle motorcyclegang explodingcar ozploitationKennedyMillerProductions MadMaxFilms CrossroadsAustralia,Mad Max
4671,JonFavreau VinceVaughn RonLivingston PatrickVanHornComedy Romanceindependentfilm stuffedanimal hollywood drink swinger producer followingsomeone namecalling aspiringactor actorMiramaxFilms IndependentPictures(II) TheAlfredShayCompanyInc.UnitedStatesofAmerica,Swingers
4672,ClintEastwood MarianneKoch GianMariaVolonté WolfgangLukschyWesterngangwar victimofmurder greed hostility spaghettiwesternUnitedArtists ConstantinFilmProduktion JollyFilm OceanFilmsItaly Germany Spain,Per un pugno di dollari
4673,MaeWest CaryGrant OwenMoore GilbertRolandComedysinger nightclubownerParamountPicturesUnitedStatesofAmerica,She Done Him Wrong
4674,   nannannannan,Short Cut to Nirvana: Kumbh Mela
4675,MichaelJoiner MichaelHiggenbottom LouisGossett Jr.Dramafamily'sdailylife bible platoniclove hope churchservice deathofafriend policeeverydaylifeGraceWorksPicturesUnitedStatesofAmerica,The Grace Card
4676,DavidOyelowo MayaGilbert SharonLawrence EmayatzyCorinealdiDramaprison womandirectornanUnitedStatesofAmerica,Middle of Nowhere
4677,SophieRois SebastianSchipper DevidStriesow AnnedoreKleistRomance Drama Comedysex bisexual scienceX-FilmeCreativePool ARTE WestdeutscherRundfunk(WDR) ARDDegetoFilmGermany,Drei
4678,EvanAdams MichelleSt.John GeneTagaban SwilKanimMusic DramaindependentfilmFallsApartProductionsUnitedStatesofAmerica,The Business of Fancydancing
4679,   Documentarynannannan,Call + Response
4680,SamanthaDark HeatherMagee RichardGlover R.BrandonJohnsonCrime Horror Thrillerhostage psychopath abandonedhouse serialkiller slasher desolate farmland country isolatednanUnitedStatesofAmerica,Malevolence
4681,AdamRifkin KelleyMenighanHensley KendraSueWaldman ScottAndersonnanwifehusbandrelationship reality realitytv realityspoofCampbellGrobmanFilms BlumpInternationalFilmsUnitedStatesofAmerica,Reality Show
4682,ShannonBeckner OdedFehr RyanKennedy AdrienDorvalHorrornanTADORAFilmproduktions StallionMedia Studio407Germany UnitedStatesofAmerica,Super Hybrid
4683,RossPartridge SteveZissis GretaGerwig EliseMullerDrama Comedy Horrormumblecore mumblegoreDuplassBrothersProductionsUnitedStatesofAmerica,Baghead
4684,ArminHabibovich VictoriaLachelle LivingstonOden TaylorScottOlsonHorrorterror horror fear wood grove bosqueGravitasVenturesUnitedStatesofAmerica,Solitude
4685,   DocumentarynanLesFilmsduJeudiFrance,Chats perchés
4686,BirgitteFederspiel PrebenLerdorffRye HenrikMalberg EmilHassChristensenDramafaith independentfilm religion religiousfundamentalist pregnantwifePalladiumFilmDenmark,Ordet
4687,MariannaPalka JasonRitter EricEdelstein MartinStarrComedy Drama Romancesexuality roommate misfit independentfilm relationship womandirectorGoodDick MorningKnight PresentPicturesUnitedStatesofAmerica,Good Dick
4688,DavidLeeSmith TonyTodd JohnBillingsley EllenCrawfordScienceFiction Dramaphilosophy secret birthday professor psychology bible time legend immortality history survival prehistoric memory anthropology religion church science cavemenFallingSkyEntertainmentUnitedStatesofAmerica,The Man from Earth
4689,   DocumentarywomandirectornanUnitedStatesofAmerica,The Trials Of Darryl Hunt
4690,MiaFarrow AnnaSophiaRobb OliviaBallantyne KelseyLewisDrama Familynannannan,Samantha: An American Girl Holiday
4691,ChaseMasterson JohnNewton KipleighBrown MikScribaDrama Mystery ScienceFiction ThrillerindependentfilmnanUnitedStatesofAmerica,Yesterday Was a Lie
4692,EdieMcClurg C.FraserPress RichardPoe RobertTuranoMusic Comedy DramananGardenThievesPictures AMaySkyPictureEntertainmentUnitedStatesofAmerica,Theresa Is a Mother
4693,RobinBartlett RebeccaDayan WillJanowitz JulianGambleThriller Drama ScienceFictionwomandirectornanUnitedStatesofAmerica Argentina,H.
4694,SallyKirkland VictoriaClark JamesMurtaugh KarlGearyDramawomandirectornanUnitedStatesofAmerica,Archaeology of a Woman
4695,MohammadAmirNaji AmirFarrokhHashemian BahareSeddiqi Drama Comedy Familybrothersisterrelationship class footraceTheInstitutefortheIntellectualDevelopmentofChildren&YoungAdultsIran,بچه‌های آسمان
4696,TomCullen ChrisNew JonathanRace LauraFreemanDrama Romancegay greatbritain one-nightstand independentfilm gayrelationshipEMMedia TheBureau GlendalePictureCompany SynchronicityFilmsUnitedKingdom,Weekend
4697,TracyCamillaJohns TommyRedmondHicks JohnCanadaTerrell SpikeLeeComedy Romanceindependentfilm lesbian40Acres&AMuleFilmworksUnitedStatesofAmerica,She's Gotta Have It
4698,   DocumentarywomandirectornanUnitedStatesofAmerica,Butterfly Girl
4699,AnaMariaGuran IuliaCiochina OanaRusu AnaVatamanuDramanannanRomania,Lumea e a mea
4700,WilliamMapother BritMarling Matthew-LeeErlbach DJFlavaDrama ScienceFictionearth tragedy janitor planet duplicate cosmology ego solarsystemArtistsPublicDomainUnitedStatesofAmerica,Another Earth
4701,SimonChuckster MelvinVanPeebles HubertScales MarioVanPeeblesAction Drama Romancemexico blackpeople pimp antihero blackpanthers blackpanther blaxploitation unsimulatedsex losangelesYeahUnitedStatesofAmerica,Sweet Sweetback's Baadasssss Song
4702,KenRoht JeffreyWatkins WilliamNicol SharonBollumDramanannannan,Perfect Cowboy
4703,AaronStanford KateMara BebeNeuwirth JohnRitterComedy Drama RomanceindependentfilmIFCProductions InDigEnt(IndependentDigitalEntertainment) Miramax DollyHallProductionsUnitedStatesofAmerica,Tadpole
4704,GlenHansard MarkétaIrglová HughWalsh GerardHendrickDrama Music Romancerockandroll pop irland musicstyle loveofone'slife fascination musiclover song lovers dublin tomakemusic music musicinstrument tenderness pianist lovesickness musicbandSummitEntertainment SamsonFilms RTEIreland,Once
4705,PatrickWarburton EugeneRoche RonMorgan EmilyNewmanDramacharleswilleford usedcarsalesmannanUnitedStatesofAmerica,The Woman Chaser
4706,SimonBaron-Cohen TempleGrandin RoyRichardGrinker RowanIsaacsonDocumentaryautism independentfilmnannan,The Horse Boy
4707,KateAshfield JoHartley MartinCompston StevenWaddingtonThriller Drama Horrornewspaper exorcism poltergeist priest haunting reporter spirit britain fatherdaughterrelationship seance catholicpriest coalshedKintopPicturesUnitedKingdom,When the Lights Went Out
4708,JoelMoody WilliamMartinez VivienneVanHorn Action DramabmxBlueTrailEntertainmentUnitedStatesofAmerica,Heroes of Dirt
4709,AnnAltieri ChrisDoran SallyDryer BillMelendezAnimation Family Comedy TVMovieholiday christmasWarnerBros.HomeVideoUnitedStatesofAmerica,A Charlie Brown Christmas
4710,   DocumentarywomandirectornanUnitedStatesofAmerica,Antarctic Edge: 70° South
4711,LisaAnn KaydenKross Belladonna KatsuniDocumentarypornography interview biography photography pornostar fashion womandirectorCherryOnTopUnitedStatesofAmerica,Aroused
4712,   Documentarycompetition pingpong documentary womandirectornanUnitedStatesofAmerica,Top Spin
4713,MichaelMoore RogerB.Smith RhondaBritton FredRossDocumentary Historycapitalism economics unemployment corporategreedWarnerBros. DogEatDogFilmsUnitedStatesofAmerica,Roger & Me
4714,J.D.Williams HassanJohnson AnilRaman RichardCarrollJr.nannannanUnitedStatesofAmerica,An American in Hollywood
4715,BritMarling ChristopherDenham NicoleVicius DaveniaMcFaddenScienceFiction Drama Mysteryjournalist independentfilm handclappinggame cultleaderSkyscraperFilmsUnitedStatesofAmerica,Sound of My Voice
4716,   nannannannan,The Blood of My Brother: A Story of Death in Iraq
4717,MarkDuplass EmilyBlunt RosemarieDeWitt MikeBirbigliaDrama Comedysistersisterrelationship secret romance cottage relationship mumblecore womandirectorAdaFilmsUnitedStatesofAmerica,Your Sister's Sister
4718,DavidHewlett KateHewlett PaulMcGillion ChristopherJudgeComedyindependentfilmKibbleProductionsCanada,A Dog's Breakfast
4719,MachaMéril BernardNoël PhilippeLeroy ChristopheBourseillerDrama Romancesandstorm woman godard marriedOrsayFilms AnouchkaFilmsFrance,Une femme mariée: Suite de fragments d'un film tourné en 1964
4720,NateParker ArmieHammer AjaNaomiKing JackieEarleHaleyDramaslaveryPhantomFour MandalayPictures BronStudios TinyGiantEntertainmentUnitedStatesofAmerica,The Birth of a Nation
4721,KirbyHeyborne ChristopherRobinMiller EricArtell ComedynannanUnitedStatesofAmerica,The Work and The Story
4722,JamesBlackwell AlexKendrick ShannenFields ChrisWIllisDramachristian sport aftercreditsstingerDestinationFilmsUnitedStatesofAmerica,Facing the Giants
4723,CassidyGifford RyanShoos PfeiferBrown ReeseMishlerHorror Thrillergallows highschool tragedy hanging foundfootage stageproductionNewLineCinema BlumhouseProductions Management360 TremendumPicturesUnitedStatesofAmerica,The Gallows
4724,JackNance CharlotteStewart AllenJoseph JeanneBatesDrama Fantasy Horror ScienceFictionbaby mutant claustrophobia nightmare parents-in-law pencil eraser surrealism independentfilm torture parallelworld coolhairAmericanFilmInstitute(AFI) LibraFilmsUnitedStatesofAmerica,Eraserhead
4725,RobertTownsend CraigusR.Johnson HelenMartin StarlettaDuPoisComedyblackpeople ethnicstereotypenannan,Hollywood Shuffle
4726,SharonStone EldenHenson KieranCulkin GenaRowlandsComedy Dramaohio comingofage disabled learningdisability birthdefect suitofarmorMiramaxFilmsUnitedStatesofAmerica,The Mighty
4727,Wilbur'Hi-Fi'White LeonIsaacKennedy ThommyPollard HazelSpearsAction Dramaprison boxingnannan,Penitentiary
4728,FayMasterson AndrewParks SusanMcConnell BrianHoweComedy Horror ScienceFictionmonster mutant skeleton alienlife-form scienceFragmighty TransomFilms ValentiEntertainmentUnitedStatesofAmerica,The Lost Skeleton of Cadavra
4729,GabrielaCastillo TrishCook AlexanderG.Eckert KevinFarleyFamilynannannan,Dude Where's My Dog?
4730,PatHealy EthanEmbry SaraPaxton DavidKoechnerDrama Comedy Crimesuspense mumblegoreNewArtistsAlliance SnowfortPicturesUnitedStatesofAmerica,Cheap Thrills
4731,JonathanBlow PhilFish EdmundMcMillen TommyRefenesDocumentarygames womandirector programmers codingBlinkWorksMediaCanada,Indie Game: The Movie
4732,GillianAnderson DannyDyer AdamRayner AntonyByrneThrillerlondonengland countryside rape sex trauma van assault horror party revenge murder attack gang caraccident scar violence muggingIngeniousFilmPartners ScreenWestMidlands UKFilmCouncil DJFilms Film4 VervePictures FreeRangeFilmsUnitedKingdom,Straightheads
4733,JohnIreland JaneRandolph SheldonLeonard RomanBohnenCrime Mystery Thrillersuspense filmnoirMarathonPictures HarryBrandtProductionsUnitedStatesofAmerica,Open Secret
4734,JohnathanHurley JordanSavage DaneBowman ClaireGordon-HarperThriller Action Drama ScienceFictionnan30SomethingProductionsUnitedStatesofAmerica,Echo Dr.
