,0,titles,urls
2185,WagnerMoura CaioJunqueira AndréRamiro MilhemCortazDrama Action Crimeslum policebrutality brazilian warondrugs riodejaneiro drugtraffic drugdealer torturebythepolice specialforces lawenforcementTheWeinsteinCompany ZazenProduções EstúdiosMega QuantaCentrodeProduçõesCinematográficas CostaFilms Posto9 FeijãoFilmes UniversalPicturesdoBrasilBrazil,tropa de elite,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.Cel8X8N50B-Ccz7KT8IFsQAAAA%26pid%3D15.1&f=1
2186,AnnabelleWallis WardHorton TonyAmendola AlfreWoodardHorrorprequel evildoll killerdoll spinoff doll demonicpossession killertoys toycomestolifeNewLineCinema TheSafranCompany EvergreenMediaGroup RatPac-DuneEntertainmentUnitedStatesofAmerica,annabelle,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.E5qnPgAaeLkaMsZfTYOaEwHaK-%26pid%3D15.1&f=1
2187,RockyMcKenzie GeoffreyRush JessicaMauboy ErnieDingoComedy Drama Foreign Romancemusical womandirectornannan,bran nue dae,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP._HDileHP5Fqb6ikKNhQKKQAAAA%26pid%3D15.1&f=1
2188,LaurenceFishburne CubaGoodingJr. IceCube MorrisChestnutCrime Dramastreetgang blackpeople rapmusic hip-hop streetwar rapper violenceinschools losangelesColumbiaPicturesCorporationUnitedStatesofAmerica,boyz n the hood,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.jXi6DSNEEWsnPgVE6r3buQHaFj%26pid%3D15.1&f=1
2189,LouDiamondPhillips DaniellevonZerneck ElizabethPeña RosannaDeSotoDrama Musicmusical death dyingyoung nostalgic mexicanamerican risingstar maritalrapeColumbiaPicturesCorporation NewVisionsPicturesUnitedStatesofAmerica,la bamba,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.AQ0yUnBuf147_3j9MX3HhgHaLH%26pid%3D15.1&f=1
2190,AlanAlda CarolBurnett LenCariou SandyDennisComedy Drama RomancenanUniversalPicturesUnitedStatesofAmerica,the four seasons,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.Dl8lG8MkIyqkftkdakAfvQAAAA%26pid%3D15.1&f=1
2191,MichaelCaine AngieDickinson NancyAllen KeithGordonHorror Mystery Thrillertransvestism taxi prostitute subway shower one-nightstand manipulation nightmare seduction photography friendship assault alterego murder stalking violence psychiatrist interrogation desire guilt extramaritalaffair hitchcockian straightrazor exhibitionism elevator darksecrets whiteglovesFilmwaysPictures Cinema77FilmsUnitedStatesofAmerica,dressed to kill,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.20rKz5v9c20Innx8EHPRGwHaE8%26pid%3D15.1&f=1
2192,ElijahWood CourtneyB.Vance RobbieColtrane JasonRobardsAction Adventure Drama Familysouthernaccent wantedman lynchmob reflectioninwater lesson nosebleed bloodhound fakeaccent gravediggingWaltDisneyPicturesUnitedStatesofAmerica,the adventures of huck finn,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.4ADbnI17dArPlr7grQY5BwHaOG%26pid%3D15.1&f=1
2193,SarahPolley KatieHolmes JayMohr TimothyOlyphantCrime Comedy Thrillerecstasy drugdealing drug referencetofamilycircus high bisexualman multiplestorylinesColumbiaPicturesUnitedStatesofAmerica,go,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.f_X12hHMtHZgOV3Ue3vWYAAAAA%26pid%3D15.1&f=1
2194,CatherineKeener JasonIsaacs TimmSharp JenniferAnistonComedy Drama Romancemidlifecrisis marriage money divorce fashion womandirectorSonyPicturesUnitedStatesofAmerica,friends with money,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.qeOQGo2h0HNo11OyKDbcIwHaLH%26pid%3D15.1&f=1
2195,StellanSkarsgård LenaHeadey IanHart CharlotteRamplingDrama Comedy Foreignalcohol cocaine daughter roadtrip independentfilm lawyerFilmfabrikenBalticSeaABUnitedKingdom Norway Sweden,aberdeen,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.-V6crvvJLD2zwiPRkuPdjwAAAA%26pid%3D15.1&f=1
2196,BenFoster WoodyHarrelson JenaMalone EamonnWalkerDrama Historyindependentfilm wounded soldier iraqwarOscilloscopeLaboratoriesUnitedStatesofAmerica,the messenger,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.BCKjFqCi14ygV9zv2JA5mAHaLG%26pid%3D15.1&f=1
2197,RayWinstone TemueraMorrison AndyAnderson GarethReevesAction Drama Thriller AdventurenanT.H.E.Films PhoenixWiley EdenFilmsNewZealand UnitedKingdom,tracker,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.GxQIA4_S1U396grkrK3FDgHaLH%26pid%3D15.1&f=1
2198,SamRiley SamanthaMorton AlexandraMariaLara JoeAndersonDramamanchestercity medicine newlove epilepsy wife punk recordingcontract recordproducer recordlabel music independentfilm extramaritalaffair musicbandBeckerInternational Claraflora EMMedia NorthSee WeinsteinCompany TheJapan UnitedKingdom UnitedStatesofAmerica Australia,control,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.u-GrO3x7SVb7033gUxCuWQHaKD%26pid%3D15.1&f=1
2199,ArnoldSchwarzenegger MichaelBiehn LindaHamilton PaulWinfieldAction Thriller ScienceFictionsavingtheworld artificialintelligence rebel cyborg shotgun killerrobot sunglasses dystopia carchase lasergun urbansetting futurewarOrionPictures PacificWestern HemdaleFilm Cinema84 EuroFilmFundingUnitedKingdom UnitedStatesofAmerica,the terminator,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.SHCJ_XUyiutkCHzdee6L_QHaEK%26pid%3D15.1&f=1
2200,DanielBrühl KatrinSass ChulpanKhamatova MariaSimonComedy Drama Romancebureaucracy berlinwall policestate coma lossofmother wifehusbandrelationship patriotism germandemocraticrepublic socialism newsbroadcast lossoffather lenin single   filmescontraocomunismoWDR Arte X-FilmeCreativePoolGermany,"good bye, lenin!",proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.dAiYNQi4zcviWzE2dsuuoAHaJ4%26pid%3D15.1&f=1
2201,MichaelSheen TimothySpall ColmMeaney JimBroadbentDramaengland leedsunited sport brighton soccer cup derbycounty management soccerteamBBCFilms ColumbiaPicturesCorporation ScreenYorkshire LeftBankPictures ScreenYorkshireProductionFundUnitedKingdom,the damned united,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.6u6YnRHR5neJM-nRpPxe-QHaKg%26pid%3D15.1&f=1
2202,CluGulager JamesKaren DonCalfa ThomMathewsComedy Horrorfemalenudity crematorium nudity punk company independentfilm undead decapitation zombie paramedic attic cemetary dismemberment warehouse stairs nightofthelivingdead walkingdead louisvilleHemdaleFilmCorporation FoxFilmsLtd. Cinema84UnitedStatesofAmerica,the return of the living dead,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.C78dCXBtrGPzmISfVp7JxAHaLW%26pid%3D15.1&f=1
2203,JasonLee JeremyLondon ShannenDoherty ClaireForlaniRomance Comedysex gameshow slacker shopping mall ex-boyfriendex-girlfriendrelationship jayandsilentbob silentman coke bandleader aftercreditsstingerGramercyPictures AlphavilleFilms ViewAskewProductionsUnitedStatesofAmerica,mallrats,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.6ZbUFLG03Kl3pPW68FjaJAAAAA%26pid%3D15.1&f=1
2204,JohnTravolta OliviaNewton-John StockardChanning JeffConawayRomanceflyingcar streetgang running graduation musical rivalry gossip makeover basedonstagemusical automobileracing nostalgic greaser wolfwhistle schooldance animatedcredits peprally wrongsideofthetracks mooning schoolprincipalParamountPictures RobertStigwoodOrganization(RSO)UnitedStatesofAmerica,grease,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP._YbTc_UAfEJ1OahKL75tvQHaFj%26pid%3D15.1&f=1
2205,TomBerenger CharlieSheen WillemDafoe ForestWhitakerDrama War Actionfamousscore hero mine vietnamwar village gore jungle fword soldier battle combat 1960sOrionPictures HemdaleFilmCorporationUnitedKingdom UnitedStatesofAmerica,platoon,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.-FF4_yOKA61jpVIbdzKtngHaJr%26pid%3D15.1&f=1
2206,RobertDeNiro MichaelMoore GeorgeW.Bush BenAffleckDocumentaryusapresident jihad saudiarabia waronterror iraq government war steelhelmet conspiracytheoryBIMDistribuzione FellowshipAdventureGroupUnitedStatesofAmerica,fahrenheit 9/11,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.UBEbj-5_S-K2GyrNBwBjzwHaKj%26pid%3D15.1&f=1
2207,PaulNewman RobertRedford KatharineRoss StrotherMartinHistory Drama Western Crimewyoming historicalfigure lootsharingTwentiethCenturyFoxFilmCorporation CampanileProductions Newman-ForemanProductionsUnitedStatesofAmerica,butch cassidy and the sundance kid,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.6-sTuO12eVPfHKoD_GIlMgHaI4%26pid%3D15.1&f=1
2208,JulieAndrews DickVanDyke DavidTomlinson GlynisJohnsComedy Family Fantasylondonengland dancing parentskidsrelationship bank brothersisterrelationship famousscore confidence nanny laughing magic chimneysweeper musical liveactionandanimationWaltDisneyProductionsUnitedStatesofAmerica,mary poppins,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.jkhlw9OiNmlFN07xq7v8UgHaHa%26pid%3D15.1&f=1
2209,DonaldSutherland MaryTylerMoore JuddHirsch TimothyHuttonDramaposttraumaticstressdisorder depression suicideattempt grief dysfunctionalfamily guilt deathofson grievingParamountPictures WildwoodEnterprisesUnitedStatesofAmerica,ordinary people,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.aP0Hg5ngPi2EqINGd2Ng_wHaFR%26pid%3D15.1&f=1
2210,NatalieWood RichardBeymer RussTamblyn RitaMorenoCrime Drama Musicslum streetgang loveatfirstsight showdown puertorican immigrant highway forbiddenlove musical rivalry feud interracialrelationship sondheim attemptedrape policeman basedonstagemusical obsessivelove liftingfemaleinair younglove moderndayadaptation shakespeareinmoderndressUnitedArtists SevenArts MirischPicturesUnitedStatesofAmerica,west side story,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.RdkeWS5OJLqKvXwFvGjXqQHaKm%26pid%3D15.1&f=1
2211,ChevyChase RodneyDangerfield TedKnight MichaelO'KeefeComedygolf underwear sport golfcourse gopherOrionPictures WarnerBros.UnitedStatesofAmerica,caddyshack,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.CdXehwxpxsjo8A3u9E0EcwHaLH%26pid%3D15.1&f=1
2212,MorrisChestnut D.L.Hughley BillBellamy ShemarMooreComedy Drama Romanceindependentfilm trackandfield gangsterrapnanUnitedStatesofAmerica,the brothers,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.ff3IuX0IdkB1H2gGV22gTwHaKl%26pid%3D15.1&f=1
2213,OmarEpps RichardT.Jones TayeDiggs MalindaWilliamsComedy Drama RomancenanMTVFilmsUnitedStatesofAmerica,the wood,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.DF-tVyc221EDBpdr4Lx9cAHaLH%26pid%3D15.1&f=1
2214,StephenBaldwin GabrielByrne ChazzPalminteri KevinPollakDrama Crime Thrillerlaw relatives theft criminal criminalmastermind hungarian siblingBlueParrotProductions BadHatHarryProductionsUnitedStatesofAmerica,the usual suspects,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.6ww3wvYJ5HGFKKXBVTcfowHaKx%26pid%3D15.1&f=1
2215,RobertEnglund LisaWilcox ErikaAnderson ValorieArmstrongHorror Thrillernun baby monster asylum nightmare supernatural resurrection vision torture pregnancy birth disfigurement fetus womb dreamsNewLineCinemaUnitedStatesofAmerica,a nightmare on elm street 5: the dream child,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.duKu8rJ7dA4gN1Lo-rkyXAHaLP%26pid%3D15.1&f=1
2216,RyanReynolds TaraReid TimMatheson KalPennComedy Romancemalenudity femalenudity sex college lockerroom doggystyle flirting exposé pug bonbon fraternitypledge greekletter laxativeTapestryFilms ArtisanEntertainmentUnitedStatesofAmerica,national lampoon’s van wilder,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.mjIzp8IlcEP_qBxKuKHDLgAAAA%26pid%3D15.1&f=1
2217,MickeyRourke MarisaTomei EvanRachelWood MarkMargolisDrama Romancesupermarket heartattack ambition daughter wrestling sport stripper steroids fame barbedwire wrestler redemptionSaturnFilms WildBunch ProtozoaPictures TopRopeUnitedStatesofAmerica,the wrestler,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.N4dVMSAa5eSRnhNx5FQFxQHaK9%26pid%3D15.1&f=1
2218,JenniferJones JosephCotten GregoryPeck LionelBarrymoreWesternhalfbreedTheSelznikStudio VanguardFilmsUnitedStatesofAmerica,duel in the sun,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.iIObaH3LNcHIhnkV1CtSMwHaK-%26pid%3D15.1&f=1
2219,JayBrazeau ParkerPosey MichaelHitchcock CatherineO'HaraComedyillinois petshop poodle independentfilm mockumentary terrier kimonoCastleRockEntertainmentUnitedStatesofAmerica,best in show,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.TABZvziEJ33J4Ok-8_po6gHaKZ%26pid%3D15.1&f=1
2220,KurtRussell LeeVanCleef ErnestBorgnine DonaldPleasenceScienceFiction Actiontaxi streetgang usapresident warveteran hostage kidnapping liberationofprisoners antihero gangsterboss dystopia policeoperation attempttoescape cyberpunk reluctantheroAVCOEmbassyPictures GoldcrestFilmsInternational InternationalFilmInvestors CityFilmUnitedStatesofAmerica,escape from new york,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.Fzms14TaahSXHc3z9D9miwHaKj%26pid%3D15.1&f=1
2221,SamuelL.Jackson LaurenceFishburne GiancarloEsposito TishaCampbell-MartinComedy DramamusicalColumbiaPictures 40Acres&AMuleFilmworksUnitedStatesofAmerica,school daze,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.-pdY9dBvr03awwdpLywTWAHaKp%26pid%3D15.1&f=1
2222,CubaGoodingJr. TamalaJones PaulRae LochlynMunroComedy Familycompetition grandfathergrandsonrelationship vomit summercamp toilet rivalry colonelRevolutionStudios TriStarPicturesUnitedStatesofAmerica,daddy day camp,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.4hIPb753TSpN2MFdu5gsWQHaLG%26pid%3D15.1&f=1
2223,BobBalaban ChristopherGuest JohnMichaelHiggins EugeneLevyComedy Musicmockumentary folksingerCastleRockEntertainmentUnitedStatesofAmerica,a mighty wind,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.SJ6K-uPGek6MOMcVSn95lAHaK6%26pid%3D15.1&f=1
2224,AnnabethGish JuliaRoberts LiliTaylor VincentD'OnofrioComedy Drama Romanceindependentfilm commitment lobster portugueseamericanNightLightFilms TheSamuelGoldwynCompanyUnitedStatesofAmerica,mystic pizza,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.zYkGT5b7xrRqsFqyeG5IuAHaOG%26pid%3D15.1&f=1
2225,GwynethPaltrow JohnHannah JohnLynch JeanneTripplehornComedy Drama Fantasy Romancedoublelife commercial fantasy chance marketing timetravel inflagranti ambiguousending alternativerealityParamountPictures MiramaxFilms IntermediaFilms MirageEnterprisesUnitedKingdom UnitedStatesofAmerica,sliding doors,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.cbmQqsRN8dXPYXlo6koGywHaLH%26pid%3D15.1&f=1
2226,ClarenceWilliamsIII CorbinBernsen DavidAlanGrier WingsHauserCrime Horror Thrillerprison childabuse kukluxklan policebrutality ghetto anthology evildoll murder hood dirtycop funeralhome40Acres&AMuleFilmworks SavoyPicturesUnitedStatesofAmerica,tales from the hood,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.GcrFl-mNfNLijId0Nh3N1AHaKj%26pid%3D15.1&f=1
2227,ForestWhitaker JamesMcAvoy SimonMcBurney GillianAndersonDramadictator 1970s general kidnapping naivety luxury oscaraward charisma polygamy uganda dictatorshipFoxSearchlightPictures CowboyFilms DNAFilms ScottishScreen UKFilmCouncil Filmfour SlateFilms TatfilmUnitedKingdom Germany UnitedStatesofAmerica,the last king of scotland,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.3F3xTDyb0XbBJZVt7InwJgHaOG%26pid%3D15.1&f=1
2228,DonaldPleasence DanielleHarris EllieCornell BeauStarrHorror Thrillersheriff barn black sequel boogeyman maskedkiller slasher youth psychiatrist killer kitten scythe heroine pitchfork psychotronic michaelmyersTransPacificFilmsUnitedStatesofAmerica,halloween 5: the revenge of michael myers,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.eSfcjW1ZDPJwJX47MB3_mQHaEK%26pid%3D15.1&f=1
2229,JackBlack ShirleyMacLaine MatthewMcConaughey BradyColemanComedy Crime Dramaprisonvisit funeraldirector funeralhome amateurtheater embezzlement missingpersonscase hiddencorpse estrangedfamilymember jurytrial hick stockbroker corpseinfreezer confessionofcrime duringcreditsstingerCastleRockEntertainment HorsethiefPictures MandalayVision WindDancerProductions DetourFilmproductionUnitedStatesofAmerica,bernie,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.18KfYNp09WoTbt9czX2-wAHaJh%26pid%3D15.1&f=1
2230,DarylHannah CharlotteRampling  Documentarydolphin whale killerwhale imax 3d manatee conservation3DEntertainment GavinMcKinneyUnderwaterProductionsBahamas UnitedKingdom,dolphins and whales: tribes of the ocean,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.XKy3rEChUD_ZDD_S67NwDAHaKX%26pid%3D15.1&f=1
2231,EdHarris MarciaGayHarden TomBower JenniferConnellyDrama Romanceartist success relationshipproblems alcoholism independentfilm fallinginloveFredBernerFilms ZekeProductionsUnitedStatesofAmerica,pollock,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.XKXXqDFsE1zYWp_ezAUH8wHaJZ%26pid%3D15.1&f=1
2232,BenAffleck CaseyAffleck DaveChappelle KateHudsonComedy Drama Romancenewyear'seve independentfilm relationship womandirector lowereastsideParamountPicturesUnitedStatesofAmerica,200 cigarettes,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.wZjORuGSmWNSpD7Fss4NigHaKi%26pid%3D15.1&f=1
2233,BradleyCooper ZoeSaldana JeremyIrons DennisQuaidDrama Thrillerplagiarizedbook stolennovel plagiarizednovel aspiringwriterCBSFilms AlsoKnownAsPicturesUnitedStatesofAmerica,the words,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.zQmHHRfVcutzOUpVX40OQAHaK-%26pid%3D15.1&f=1
2234,WillFerrell GaelGarcíaBernal GénesisRodríguez DiegoLunaComedy Westernmexico organizedcrime druglord padre aftercreditsstinger duringcreditsstingerNALAFilms GarySanchezProductions LionsGateUnitedStatesofAmerica,casa de mi padre,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.exZwmu8qo4hEx-sBMw_5pQHaK-%26pid%3D15.1&f=1
2235,AndyGarcía JuliannaMargulies StevenStrait DominikGarcía-LoridoDrama Comedysecret fetishism stripper familysecrets convict chubbywoman extramaritalaffairLuckyMonkeyPictures CineSonEntertainment FilmsmithProductions MediciEntertainment GremiFilmProductionUnitedStatesofAmerica,city island,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.IO-dg-9QgnOqvxl2Ymt7RAHaJh%26pid%3D15.1&f=1
2236,BrendanGleeson DonCheadle LiamCunningham MarkStrongAction Comedy Thriller Crimeprostitute blackmail drugsmuggle ruralireland dryhumourUKFilmCouncil CrescendoProductions ElementPictures IrishFilmBoard Prescience ReprisalFilms AegisFilmFundIreland,the guard,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.f_tINDlqWhr2FJREHVvZfQHaK8%26pid%3D15.1&f=1
2237,DrakeBell AndrewCaldwell AndreeMoss CarolynMossComedysexuality college girlfriend vomit celebration fraternity fratpartyMetro-Goldwyn-Mayer(MGM)UnitedStatesofAmerica,college,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.hhVz6cYWJSxXaMl0zRLmDQHaKl%26pid%3D15.1&f=1
2238,JamesWoods KathleenTurner KirstenDunst JoshHartnettDrama Romancemichigan 1970s youth family womandirectorAmericanZoetropeUnitedStatesofAmerica,the virgin suicides,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.3Lwp0HlWfEz2aj53dZe8_gHaEL%26pid%3D15.1&f=1
2239,BrendaBlethyn MichaelCaine EwanMcGregor JaneHorrocksComedy Dramaparentskidsrelationship voice loneliness independentfilm singer cowardliness carrierpigeonMiramaxFilmsUnitedKingdom,little voice,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.Q4R8AUICgxENMUYVmtOGPQHaLZ%26pid%3D15.1&f=1
2240,ZachCregger TrevorMoore RaquelAlessi CraigRobinsonComedy Romancesex firsttime virgin roadtrip playboy duringcreditsstingerTheJacobsonCompanyUnitedStatesofAmerica,miss march,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.7PECWPtDkQNyP66iB1cQYwHaK-%26pid%3D15.1&f=1
2241,ZachBraff KateHudson JoeyKing PierceGagnonDrama Comedyjew independentfilm homeschooling family strugglingactorDoubleFeatureFilms WildBunch WorldviewEntertainmentUnitedStatesofAmerica,wish i was here,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.G5jwOdaxTo_H7GyNauACVQHaLL%26pid%3D15.1&f=1
2242,SarahMichelleGellar SeanPatrickFlanery DylanBaker PatriciaClarksonComedyrestaurant departmentstore kitchen love crab chef irresistibleNewRegencyPictures TaurusFilm PolarEntertainmentCorporationUnitedStatesofAmerica,simply irresistible,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.6AusUDpt22qii_Q6tVe_3AHaK9%26pid%3D15.1&f=1
2243,JohnCameronMitchell MiriamShor StephenTrask TheodoreLiscinskiComedy Musictransvestism gay sex singer transgender glamrock selfidentity rockodyssey referencetokant militarybrat restaurantchain lgbtinthemilitary childmolestation theatricalmanagerNewLineCinema KillerFilmsUnitedStatesofAmerica,hedwig and the angry inch,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.08ZnxBJZT_oGw4ZCylTGEAAAAA%26pid%3D15.1&f=1
2244,MarkDacascos GeoffreyLewis StaceyTravis PacoChristianPrietoActionnanDavisFilms FreestonePicturesUnitedStatesofAmerica,only the strong,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.Pj2MI8_l8Jd1egcNXc9kvwAAAA%26pid%3D15.1&f=1
2245,AlexisKendra ElizabethSandy MondaScott WoodyNaismithMystery Drama Thriller HorrornanDaliaFilmsCanada UnitedStatesofAmerica,goddess of love,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.-cap8vhAZjZ5T2iE3vjxFwAAAA%26pid%3D15.1&f=1
